StudentID,FullName,ProgrammeCode,YearOfStudy,CGPA,ContactNumber
TP133169,Haziq binti Zainal,EE104,1,2.85,018-2148265
TP148969,Nabilah bin Kamaruddin,BM105,2,2.67,016-7432226
TP175654,Jia Lee,EE104,1,3.33,013-5594006
TP139618,Yu Lee,CT102,1,2.67,019-5746407
TP172142,Suresh Sundaram,BM105,1,3.48,016-2781632
TP170129,Farid bin Zainal,HS101,2,1.18,016-1197860
TP175461,Ling Koh,EE103,3,2.92,011-3159555
TP118803,Yu Loh,CT102,1,2.15,014-8580838
TP150791,Fang Tan,EE105,2,1.81,018-1902311
TP146237,Izzat binti Ahmad,BM102,3,2.61,017-3921436
TP185096,Abdullah binti Ismail,EE103,2,3.51,018-7836032
TP117927,Vijay Govindasamy,CT105,2,2.53,016-7619868
TP185029,Zulkifli binti Yusof,CT101,2,1.8,012-2658174
TP116685,Hui Goh,CT107,1,3.23,016-4834571
TP158003,Amirul bin Hassan,DT102,1,3.03,012-6200601
TP198870,Zi Tan,CT105,1,3.51,019-6124549
TP143963,Nurul binti Musa,CT107,1,3.19,014-7241023
TP187244,Mala Menon,CT106,2,3.62,019-8961506
TP116441,Yu Koh,EE105,2,2.22,013-6095616
TP113453,Ahmad bin Ibrahim,CT107,1,2.28,019-6718584
TP178205,Priya Arumugam,CT103,4,3.64,013-2137775
TP138054,Azman bin Ismail,CT104,3,2.56,014-7124507
TP123969,Suresh Selvam,PM102,1,2.06,018-9024879
TP181012,Tian Chew,CT105,3,3.27,018-4658869
TP192784,Hanis bin Razali,CT104,2,3.77,016-9336951
TP152054,Xiao Chong,BM104,1,2.75,018-9000270
TP107488,Yu Ng,CT101,1,3.4,016-2513998
TP131193,Yong Loh,BM101,2,3.65,018-7119489
TP164545,Nithya Murugasen,BM105,3,3.62,012-9404596
TP124128,Farid binti Abdullah,EE105,2,3.27,013-3621919
TP132617,Ahmad bin Musa,EE103,2,2.8,012-6748987
TP121447,Li Loh,CT101,1,2.92,013-4125877
TP176100,Hao Chua,CT103,3,3.59,018-1371665
TP143919,Nadia bin Ahmad,BM103,3,3.67,011-6031442
TP189172,Hanis bin Zainal,EE102,4,3.33,018-1073360
TP104501,Xiao Goh,BM101,2,3.69,018-9436728
TP170212,Ming Goh,BM103,3,2.72,011-8391295
TP110061,Haziq bin Othman,EE102,3,3.53,018-8748354
TP156460,Naim binti Yusof,EE101,2,2.8,018-7359031
TP194490,Hanis binti Musa,HS101,3,3.63,017-4039776
TP107076,Amirah binti Ismail,EE105,1,2.56,018-5880609
TP175159,Abdullah bin Zainal,BM103,1,3.76,017-7765719
TP103919,Ming Ong,HS103,3,2.2,013-9874117
TP146621,Vijay Nadarajan,CT101,3,2.19,016-4476440
TP102227,Le Chong,EE103,2,3.56,011-3053706
TP125426,Siti bin Zainal,CT103,1,1.88,013-2764143
TP109120,Izzat binti Othman,CT102,1,3.02,013-1969887
TP175593,Priya Nadarajan,BM102,1,3.55,013-6594879
TP116250,Ahmad binti Ibrahim,PM101,2,1.26,014-6744825
TP108020,Farid binti Yusof,CT101,1,2.38,011-5478234
TP133520,Hao Lim,BM101,1,1.47,011-6630443
TP129672,Zainab bin Razali,PM101,3,3.09,019-7547585
TP124619,Liyana bin Kamaruddin,CT106,1,2.59,017-5137309
TP107977,Le Lim,CT102,2,2.78,019-3288458
TP110195,Malika bin Kamaruddin,DT103,2,2.66,012-5039498
TP141408,Li Loh,HS101,3,2.71,014-4175071
TP131803,Ravi Murugasen,BM103,3,3.36,012-5788682
TP169199,Hao Wong,CT105,3,2.41,011-6006233
TP120220,Zi Wong,BM103,1,2.87,013-4305485
TP182862,Muhammad bin Zainal,EE102,4,2.42,019-3868024
TP199049,Harish Pillai,DT103,2,3.31,017-8228124
TP116588,Ling Chong,CT102,4,3.14,013-3789271
TP175962,Zainab bin Razali,CT103,1,3.42,012-2060295
TP101036,Azri binti Musa,EE104,4,2.73,017-3993293
TP151877,Syafiq bin Ahmad,DT102,3,2.63,017-1339451
TP186540,Tian Chong,CT103,4,3.01,018-8645920
TP155262,Jia Loh,CT106,2,2.54,012-8354547
TP136094,Suresh Menon,CT105,2,2.69,016-7806229
TP186553,Muthu Raju,EE105,1,3.83,014-9871711
TP142368,Ling Loh,BM103,3,2.35,013-2729814
TP138854,Ahmad bin Ibrahim,CT104,1,3.8,016-7255396
TP146845,Zi Goh,CT105,3,2.92,017-2431001
TP112852,Ganesh Nadarajan,BM101,3,2.33,019-5053089
TP102967,Faizal bin Zainal,BM104,2,3.47,019-6415065
TP117749,Nabilah binti Ibrahim,BM105,3,2.46,019-5364481
TP183874,Hafiz binti Musa,CT101,3,1.61,018-1015363
TP135595,Zi Yong,BM105,2,3.57,013-1923821
TP180473,Yu Chew,CT102,4,2.16,013-8482499
TP110835,Ismail binti Ahmad,CT107,1,1.85,012-7092471
TP117000,Wei Yap,CT105,2,3.25,017-6676412
TP141432,Izzati bin Ahmad,EE104,4,2.54,018-3234802
TP160222,Mala Subramaniam,CT102,3,3.25,014-1845871
TP150405,Aisyah bin Kamaruddin,CT107,1,2.52,012-7639191
TP124179,Malika bin Zainal,BM104,2,3.4,014-2976761
TP189442,Ahmad binti Razali,BM102,1,3.67,012-7178017
TP168233,Nabilah bin Musa,EE105,1,2.68,017-6472298
TP167715,Zainab binti Kamaruddin,HS102,3,2.34,019-8519121
TP169845,Ganesh Sharma,CT105,2,2.74,014-4375617
TP150560,Naim bin Ibrahim,CT102,3,2.87,018-9554622
TP159012,Syazwani binti Kamaruddin,CT101,3,3.08,012-1463407
TP189088,Nurul binti Ibrahim,BM103,3,3.56,018-3588336
TP123557,Nurul bin Abdullah,EE104,3,2.74,012-5709643
TP180192,Farid binti Ibrahim,EE101,3,2.16,016-7682317
TP164028,Peng Cheong,CT107,1,1.32,019-1837387
TP185848,Nadia binti Kamaruddin,CT104,1,2.68,017-5647515
TP150741,Xiao Chua,EE103,2,3.53,017-6902041
TP107967,Farhana binti Abdullah,EE105,1,1.47,016-9017731
TP137876,Fang Goh,CT105,1,3.87,018-3636967
TP156436,Nurul bin Othman,CT101,4,1.03,013-5828149
TP155020,Siti binti Ibrahim,BM101,3,2.63,017-3738562
TP107831,Siti binti Ismail,CT105,2,3.3,012-2758352
TP185237,Yu Cheong,CT106,1,3.52,019-9552160
TP143555,Faizal bin Razali,CT101,2,3.42,017-1010511
TP163189,Priya Subramaniam,CT103,2,3.51,011-8087619
TP171721,Hao Ng,BM104,1,2.06,012-9986045
TP139683,Jia Lee,CT105,3,1.52,011-8465636
TP159595,Naim bin Musa,EE102,2,3.33,019-9381799
TP134703,Jun Loh,PM101,2,3.05,013-3318385
TP126654,Izzati bin Ahmad,BM101,1,2.09,011-9643740
TP174157,Yu Chew,DT102,1,3.31,018-1423628
TP148266,Kumar Menon,HS103,1,3.64,011-5057373
TP133489,Athirah bin Ismail,HS101,3,2.89,012-3965512
TP165622,Kavitha Devaraj,CT103,2,3.45,014-4845736
TP111496,Liyana bin Hassan,CT101,1,3.49,016-1564334
TP197426,Hanis bin Ibrahim,BM101,3,2.85,018-6439664
TP122807,Hafiz bin Ahmad,BM103,3,2.25,018-3000417
TP194745,Yong Chan,BM101,1,3.34,019-9007875
TP188752,Ibrahim bin Ahmad,CT101,3,1.94,019-3671456
TP197410,Wei Goh,EE103,2,3.74,013-5190249
TP123588,Arjun Appalasamy,CT104,2,3.7,014-8064555
TP169257,Hafiz bin Musa,HS102,2,3.1,013-5683602
TP193397,Syazwani binti Musa,CT101,1,2.68,019-1530987
TP140918,Rizal binti Kamaruddin,BM104,3,3.08,017-6752137
TP194864,Hui Chin,BM103,2,3.59,017-7966211
TP120615,Izzat binti Razali,CT105,2,2.89,016-2265740
TP112789,Ahmad binti Ahmad,CT106,2,2.14,016-8681302
TP127659,Xin Koh,CT104,2,2.23,012-9561942
TP167291,Rizal binti Ahmad,EE103,4,2.77,019-1969866
TP106771,Zi Chan,EE101,4,3.69,017-6741137
TP151640,Athirah binti Kamaruddin,CT104,4,2.63,011-3743985
TP184295,Amirul bin Kamaruddin,CT106,1,2.46,017-3176255
TP111656,Nabilah bin Razali,EE104,3,2.01,013-3384457
TP166202,Rizal binti Yusof,HS102,3,1.59,016-8876650
TP131307,Fang Chin,CT102,2,3.22,013-9610429
TP109965,Wei Yong,CT102,3,1.38,017-4800850
TP107372,Peng Chua,CT104,2,3.58,011-4210247
TP183658,Li Goh,CT102,4,3.4,016-6546241
TP119869,Hui Ng,EE101,1,1.4,011-2151282
TP144217,Nurul binti Abdullah,CT103,4,2.72,014-4574656
TP177695,Nur binti Razali,CT106,2,3.14,016-8861151
TP162967,Priya Sundaram,CT104,4,3.4,018-8555855
TP192030,Shanti Nadarajan,CT104,2,3.3,011-2573354
TP156286,Xiao Ong,CT106,2,3.55,019-9760961
TP119378,Wei Ng,BM101,2,3.47,019-5179424
TP160966,Izzati binti Razali,BM102,1,2.83,011-6129127
TP126000,Le Yong,CT106,2,3.42,019-3439367
TP191966,Xin Leong,CT101,4,2.48,018-8607602
TP106953,Chen Goh,EE104,1,3.91,017-7762656
TP180293,Ling Chan,EE101,1,3.06,018-9963705
TP186647,Abdullah bin Zainal,EE104,2,3.91,012-5363195
TP116598,Wei Chong,CT107,1,3.26,017-9546078
TP171669,Kavitha Raju,CT104,3,3.02,017-6703219
TP113415,Farhana bin Othman,DT103,2,2.24,017-5172957
TP142409,Raj Chandran,CT105,2,3.99,018-4106595
TP107284,Farid binti Ibrahim,BM105,2,3.62,019-2138076
TP100316,Abdullah bin Kamaruddin,BM103,1,3.53,014-6770747
TP176903,Jia Chew,BM104,3,2.99,016-8838305
TP185931,Hao Goh,BM105,1,3.04,018-8592219
TP173466,Wei Koh,CT104,2,2.53,018-8058504
TP187970,Malika bin Kamaruddin,CT101,3,3.37,014-9623985
TP144646,Fang Cheong,BM103,1,2.16,014-7488130
TP100619,Malika bin Kamaruddin,BM105,1,2.21,011-9073415
TP142712,Li Yong,CT103,1,3.45,017-4572287
TP129694,Zulkifli binti Zainal,CT104,4,3.58,019-4572538
TP161358,Li Loh,DT103,1,3.58,016-8135725
TP140955,Muthu Chandran,CT102,4,2.37,016-8713753
TP173517,Wei Teh,CT106,2,2.66,012-5807166
TP126288,Nurul bin Razali,BM101,1,2.85,018-5288083
TP146474,Zainab bin Othman,BM104,2,3.61,019-7718659
TP103206,Dalila binti Ahmad,BM101,3,2.63,017-2644496
TP167234,Ahmad bin Ahmad,BM104,1,3.45,013-2861505
TP100433,Hao Wong,CT106,2,3.15,011-2521139
TP118566,Hui Chua,PM101,1,3.18,014-2935563
TP152126,Hanis bin Abdullah,CT102,1,2.19,013-3172854
TP161257,Abdullah bin Kamaruddin,BM102,3,2.81,016-8731171
TP120562,Naim binti Abdullah,CT106,1,1.24,012-1683453
TP166555,Vijay Maniam,CT102,4,3.5,013-6601205
TP176856,Peng Leong,CT101,3,2.11,014-7920824
TP186998,Liyana bin Abdullah,BM104,3,2.15,016-4672603
TP130874,Haziq bin Kamaruddin,HS103,1,2.66,012-8632636
TP160550,Sanjay Sundaram,EE101,1,2.79,011-7668424
TP149930,Syazwani bin Musa,EE102,1,3.78,016-3951233
TP112807,Farah binti Ibrahim,DT101,3,2.29,011-6619269
TP177292,Nurul binti Kamaruddin,CT104,2,3.67,011-9287834
TP122491,Farah binti Zainal,CT107,1,2.84,012-5840116
TP103673,Hui Yap,HS102,3,2.0,016-5790796
TP115102,Muhammad bin Ibrahim,CT107,1,2.51,018-9200484
TP162708,Yong Cheong,BM101,1,3.86,016-8516789
TP199491,Shanti Ramasamy,EE105,1,3.7,019-5895902
TP192604,Rizal binti Kamaruddin,BM105,1,2.89,019-7632488
TP178566,Siti bin Ahmad,CT101,1,2.13,014-8230287
TP154103,Deepa Subramaniam,BM103,2,2.02,014-9969499
TP174907,Azri binti Musa,BM105,2,3.53,011-5871363
TP180857,Aisyah bin Abdullah,CT101,1,3.61,016-3953315
TP136660,Anand Nair,CT106,1,2.54,012-5522716
TP108861,Xin Leong,CT106,2,3.29,014-1052235
TP101235,Farah binti Ibrahim,DT101,2,2.41,016-1908661
TP189643,Amirul binti Musa,CT101,3,2.02,017-5964833
TP184474,Li Yong,HS102,1,3.67,012-1824229
TP154589,Farah bin Kamaruddin,BM105,2,2.88,011-9143488
TP177781,Jun Wong,CT103,1,3.5,012-1003183
TP115506,Le Leong,CT105,3,3.09,019-8828258
TP181973,Hafiz binti Ibrahim,EE101,2,3.97,013-3804359
TP189033,Nur binti Abdullah,CT105,3,3.38,016-8427582
TP175916,Zulkifli bin Kamaruddin,EE105,2,2.97,012-9937341
TP153341,Naim bin Musa,CT107,1,2.97,014-6010697
TP162769,Siti binti Ibrahim,CT104,4,2.54,014-9515932
TP152963,Azman binti Musa,CT102,3,2.74,019-9509845
TP145517,Kai Yap,CT106,1,2.72,014-5334934
TP198622,Zi Koh,BM101,2,3.64,019-3911340
TP172433,Nadia bin Ibrahim,DT103,1,3.42,019-8768782
TP138902,Kumar Krishnan,CT106,1,2.79,014-9562024
TP168738,Ahmad binti Ahmad,CT101,3,2.08,011-1202052
TP160038,Azman binti Othman,CT106,2,2.43,013-7448293
TP118199,Faizal bin Zainal,CT102,3,3.28,013-8226897
TP130030,Priya Appalasamy,HS102,2,3.57,012-6268156
TP141171,Hao Chan,DT101,2,2.59,018-8024695
TP179575,Ahmad binti Razali,CT104,1,3.51,018-2214866
TP181766,Wei Ong,EE105,2,2.11,011-5952764
TP174629,Priya Nadarajan,CT104,3,2.86,018-9805059
TP136004,Syafiq bin Zainal,CT106,2,3.83,011-3462063
TP152068,Nurul bin Zainal,CT103,1,2.8,019-1474263
TP141008,Farah binti Ahmad,CT102,1,3.52,013-6128011
TP180641,Xin Chong,CT104,1,2.44,013-9512119
TP103014,Muhammad bin Razali,DT101,3,2.92,014-5802050
TP163892,Zulkifli bin Ahmad,CT102,3,3.65,016-3530510
TP110154,Haziq binti Abdullah,BM101,2,3.56,018-9950327
TP139405,Hao Leong,CT107,1,3.2,018-8924766
TP102774,Amirah binti Ibrahim,HS103,3,3.79,018-9451333
TP112880,Kumar Subramaniam,EE101,2,3.38,013-5241428
TP119692,Farid binti Ibrahim,CT103,4,2.35,019-9033176
TP137930,Ming Goh,CT103,3,2.13,019-6904710
TP111248,Nurul bin Zainal,HS103,4,2.19,017-9804455
TP117058,Farhana bin Othman,CT106,1,1.71,014-3181070
TP135358,Jun Foo,EE104,1,1.81,011-1964438
TP144486,Li Chew,HS101,3,3.26,011-4008647
TP151045,Dalila binti Kamaruddin,CT105,3,2.95,019-4503875
TP186542,Nurul binti Zainal,CT106,1,3.51,014-2471315
TP179839,Ling Foo,BM105,1,2.96,017-6022045
TP174958,Rizal bin Ibrahim,CT101,4,3.02,014-7594085
TP118138,Priya Govindasamy,CT101,1,1.64,017-2313086
TP169462,Zainab binti Othman,DT103,1,3.2,019-7837496
TP111469,Liyana bin Ahmad,BM102,2,3.22,016-9003810
TP101806,Syazwani bin Ahmad,CT104,3,2.61,011-8777595
TP177779,Siti binti Yusof,HS103,3,3.23,013-3788569
TP131379,Nur bin Zainal,EE104,1,3.24,012-9367341
TP149342,Jing Chong,CT102,3,3.37,013-7752454
TP120753,Syazwani binti Zainal,CT102,3,3.66,018-6938923
TP129870,Ibrahim binti Ahmad,HS102,2,3.05,018-9565074
TP167780,Aisyah binti Ahmad,BM105,1,3.16,016-1839226
TP149014,Le Lee,BM102,2,2.4,017-7506889
TP160246,Kavitha Chandran,BM101,2,3.57,014-9114999
TP133125,Tian Wong,BM102,1,2.95,011-8838600
TP199715,Hui Ng,BM102,3,3.67,016-2184032
TP115096,Kavitha Sundaram,CT107,1,2.45,012-8326807
TP197016,Harish Chandran,CT103,1,2.88,018-4402706
TP163605,Ming Tan,EE102,4,3.17,011-7808890
TP171524,Jing Koh,BM103,1,2.42,017-3921682
TP183084,Farhana bin Razali,EE103,3,2.41,018-2579163
TP131014,Nabilah binti Ibrahim,CT107,1,2.66,019-4712570
TP125386,Aisyah bin Musa,BM102,2,2.08,018-6340136
TP103310,Syazwani bin Ismail,CT106,1,2.92,019-5806597
TP100456,Ahmad binti Ibrahim,HS103,1,2.85,012-1325507
TP181842,Dalila binti Abdullah,BM104,1,2.05,014-6572857
TP179746,Fang Chan,PM101,2,3.64,017-3003200
TP100873,Fang Ong,BM101,2,1.57,019-9739149
TP122714,Anand Selvam,BM104,2,2.86,017-4764808
TP158935,Kai Koh,CT105,3,3.52,017-3782075
TP156267,Syazwani bin Kamaruddin,CT102,1,3.55,016-2077018
TP173776,Zulkifli binti Ibrahim,EE101,4,2.96,019-8254434
TP156262,Nabilah bin Othman,BM101,2,2.14,018-5723206
TP194013,Athirah bin Abdullah,CT102,4,2.71,017-5746909
TP139308,Anand Appalasamy,CT102,2,3.37,013-4432133
TP157747,Vijay Sundaram,CT102,4,3.62,013-8235234
TP129356,Xiao Chin,HS103,1,2.21,017-8557576
TP178584,Farah bin Ismail,CT103,4,2.08,011-6317947
TP196344,Rizal bin Musa,CT106,1,2.66,011-6042278
TP101297,Hanis binti Ibrahim,HS101,3,2.51,012-1505623
TP113609,Ling Loh,CT103,4,2.04,016-8460404
TP143698,Yong Chua,CT101,2,3.19,019-5473405
TP161767,Farah binti Abdullah,EE102,2,1.93,016-6877589
TP163373,Amirah binti Ibrahim,DT101,2,2.9,013-2872993
TP143619,Izzati bin Zainal,BM104,2,1.14,017-9486793
TP161484,Li Lee,CT103,3,2.75,016-5349725
TP129357,Nurul bin Ibrahim,BM103,3,2.71,018-6667867
TP101573,Li Teh,EE104,3,3.35,012-6608736
TP172052,Dalila bin Othman,BM104,2,2.47,019-2527817
TP196485,Ling Yap,BM103,2,2.46,018-1229252
TP144983,Harish Maniam,EE101,1,2.77,014-7537644
TP141939,Amirul binti Othman,CT105,1,2.68,014-1415045
TP113867,Hanis binti Zainal,EE104,3,3.59,017-3712051
TP141417,Syazwani binti Ahmad,BM102,2,3.31,012-3936484
TP172370,Farhana bin Ismail,EE103,1,2.78,019-6290478
TP165332,Amirul bin Othman,DT102,3,2.26,012-7705999
TP176674,Hanis binti Abdullah,CT107,1,2.76,016-4785535
TP113522,Jing Teh,HS101,1,3.21,014-2832022
TP107987,Amirah binti Ahmad,EE102,1,3.18,014-1196452
TP172457,Hui Tan,BM105,2,2.42,017-9691162
TP118262,Xin Goh,DT101,1,2.85,018-8059823
TP175391,Izzat binti Ismail,BM102,1,1.52,011-5982514
TP145246,Aisyah bin Hassan,CT105,3,2.74,018-4946691
TP179681,Jun Goh,CT103,3,3.69,016-8215966
TP176006,Syafiq bin Ahmad,CT102,4,1.33,012-9940676
TP111555,Syazwani binti Zainal,CT106,2,3.85,018-8463717
TP156153,Siti binti Yusof,CT106,1,2.57,019-2632703
TP178680,Shanti Krishnan,EE105,1,1.44,013-1763489
TP182070,Ahmad bin Ismail,CT106,1,2.44,014-6612499
TP179690,Ramesh Vellu,BM104,2,3.45,019-4560880
TP184336,Liyana binti Yusof,PM101,2,3.21,014-7310293
TP137819,Zi Koh,DT102,2,2.83,017-4496008
TP192550,Syazwani bin Ibrahim,HS103,4,2.58,017-7673744
TP119976,Syafiq binti Kamaruddin,CT103,3,3.4,019-8731427
TP120911,Izzati bin Ibrahim,BM101,2,3.75,017-7132502
TP179493,Ibrahim binti Ibrahim,CT104,2,2.32,019-3078720
TP114153,Syafiq bin Abdullah,CT102,4,2.52,018-2415634
TP182427,Aisyah binti Ibrahim,CT107,1,2.91,011-3041158
TP116232,Wei Chong,EE104,2,3.36,017-5427725
TP113995,Zainab bin Razali,HS101,1,3.45,018-2861919
TP138937,Ahmad binti Musa,CT102,2,3.4,016-7422584
TP176820,Ming Loh,CT102,2,2.26,011-5100113
TP188076,Li Ng,CT102,2,3.89,018-3894029
TP186671,Chen Lim,CT104,3,2.56,018-6888161
TP192123,Ibrahim bin Kamaruddin,EE103,1,2.74,018-1921568
TP132914,Ismail binti Ismail,BM101,3,2.54,018-2631564
TP124012,Yong Chan,EE103,3,3.94,012-9120616
TP153891,Jia Tan,BM102,1,1.55,012-7715305
TP188975,Nurul binti Abdullah,BM102,2,3.26,013-7563344
TP131764,Ibrahim bin Razali,EE101,1,2.54,017-2124577
TP138512,Kavitha Nadarajan,CT106,2,3.3,019-1494972
TP134680,Nur bin Musa,CT106,2,2.98,016-3177034
TP185715,Haziq binti Abdullah,CT102,3,2.69,018-9084874
TP196764,Naim binti Zainal,BM104,2,2.27,017-6887229
TP138128,Syazwani bin Othman,CT104,2,2.28,018-2138751
TP198639,Fang Leong,CT105,2,2.85,011-8447706
TP186268,Fang Tan,CT107,1,3.58,017-9121996
TP197534,Izzati binti Musa,BM105,3,3.82,019-4376529
TP145240,Ramesh Raju,CT101,4,3.17,011-1965776
TP122683,Jia Loh,BM104,3,2.45,012-1056501
TP173714,Hanis binti Yusof,CT103,1,3.67,018-5018495
TP157363,Rizal bin Abdullah,EE105,2,3.77,014-3724308
TP178843,Kavitha Pillai,EE103,4,2.66,012-7770534
TP138895,Kai Chong,BM101,1,2.29,018-5379557
TP168733,Izzat binti Razali,CT103,1,2.95,019-2413082
TP177591,Li Ng,BM105,3,3.54,011-1099453
TP107942,Li Cheong,CT104,2,3.79,012-9880334
TP145916,Ling Ong,BM102,3,1.44,016-7162267
TP110197,Muhammad binti Musa,EE104,3,2.69,014-3384106
TP159682,Yong Lee,CT101,3,3.71,017-3280721
TP139163,Peng Chew,CT103,1,3.35,019-6051695
TP174047,Liyana bin Hassan,BM101,3,3.58,013-3998978
TP124430,Azri binti Zainal,CT104,2,3.38,011-6780119
TP193391,Fang Chong,BM101,2,2.21,011-4283519
TP101464,Ming Foo,CT106,2,2.79,014-4991800
TP111995,Sanjay Govindasamy,HS101,1,2.92,017-4405553
TP174164,Nabilah binti Razali,EE102,4,2.91,011-5658512
TP110952,Rizal binti Ibrahim,BM103,1,2.55,019-5134249
TP135359,Farhana bin Ibrahim,BM102,3,2.63,016-5131532
TP179327,Ming Loh,BM101,3,2.6,017-4968353
TP160641,Zainab binti Othman,CT104,4,2.9,019-8646761
TP143991,Syafiq binti Razali,EE104,1,3.25,011-2715495
TP178362,Ming Wong,HS102,3,3.59,016-3054281
TP155193,Azri binti Ibrahim,CT105,1,2.5,011-9362807
TP195783,Mala Krishnan,CT105,3,3.26,016-9958536
TP103977,Hafiz bin Kamaruddin,DT101,3,1.56,013-5158373
TP154911,Xin Lim,CT106,1,3.24,012-1119266
TP142198,Athirah bin Ismail,EE105,2,3.17,019-6707774
TP147354,Dalila binti Abdullah,CT105,3,2.51,016-6487357
TP107255,Jun Loh,CT101,4,2.86,019-1874771
TP119246,Yong Wong,BM102,3,2.99,019-9411466
TP118722,Izzati bin Musa,CT101,4,1.06,012-7074614
TP124355,Zulkifli bin Zainal,DT103,2,3.28,014-8954543
TP176605,Jun Wong,PM102,2,1.05,019-9330055
TP166092,Wei Chong,BM103,1,3.5,013-2284948
TP129911,Zi Chew,DT101,1,1.53,016-4681929
TP162152,Chen Chin,EE103,3,2.53,019-8122674
TP123183,Farid binti Musa,PM101,2,2.45,014-8754634
TP143111,Farhana bin Ahmad,CT105,1,3.36,016-8767248
TP144033,Wei Cheong,CT101,3,3.69,011-5838933
TP182232,Harish Selvam,HS101,3,2.34,011-8034376
TP159929,Azman bin Hassan,CT103,1,3.48,012-3003253
TP143805,Izzat bin Ibrahim,EE104,3,2.9,019-5455372
TP106084,Azri bin Ismail,BM105,2,2.23,014-9250336
TP137096,Vijay Ramasamy,EE105,1,2.96,011-1937547
TP169759,Arjun Maniam,CT106,1,3.64,016-1347218
TP100794,Haziq binti Ismail,DT102,3,1.81,019-6849186
TP170766,Ramesh Ramasamy,CT106,2,2.74,019-7137405
TP177174,Hafiz binti Othman,EE104,2,2.57,016-5105175
TP146514,Xiao Tan,EE104,2,2.82,018-9462257
TP137319,Peng Chua,CT103,3,2.93,011-2807342
TP177522,Malika binti Yusof,BM101,2,3.65,017-5401172
TP119743,Le Cheong,DT103,3,2.49,016-8742105
TP182237,Muhammad binti Kamaruddin,BM102,2,3.29,011-5090315
TP131958,Wei Chan,CT101,3,3.71,014-9905465
TP148329,Lavanya Subramaniam,EE103,3,3.39,011-3946749
TP102190,Haziq binti Ahmad,CT102,3,2.18,012-5972061
TP116701,Ling Cheong,CT102,1,3.27,018-8886998
TP112677,Liyana binti Musa,BM103,1,2.79,014-3804943
TP157407,Hafiz bin Othman,BM105,2,3.31,011-5206791
TP140792,Muthu Appalasamy,DT103,3,3.83,018-6504961
TP199594,Nadia binti Zainal,DT103,1,3.9,016-9070206
TP185897,Aisyah binti Othman,CT102,3,2.52,014-6991686
TP173143,Hanis binti Othman,CT102,1,3.23,012-2498465
TP144324,Siti bin Kamaruddin,CT101,1,3.0,012-3763038
TP156025,Vijay Nair,EE103,2,2.99,016-1192814
TP186375,Le Lim,HS103,4,3.24,011-3992881
TP196996,Amirul bin Kamaruddin,CT103,1,2.72,019-2221018
TP184079,Farah bin Razali,BM102,1,3.1,013-3845211
TP183019,Zainab binti Ismail,CT103,3,3.03,013-9745294
TP113863,Aisyah binti Kamaruddin,EE105,2,2.72,018-9823846
TP137465,Yu Ong,HS102,1,2.38,012-3357360
TP158094,Hao Ng,EE102,2,3.03,017-3868968
TP135043,Le Foo,CT104,3,1.04,016-4882079
TP121523,Zulkifli binti Razali,CT101,4,1.1,017-3006454
TP188159,Tian Ng,CT104,2,2.94,016-1459718
TP179150,Suresh Subramaniam,BM102,3,3.41,013-7626626
TP145426,Priya Vellu,CT106,1,2.95,013-1376336
TP169397,Hao Cheong,CT106,1,3.19,019-8768117
TP137162,Ibrahim bin Abdullah,DT103,1,2.79,019-2762094
TP195411,Athirah binti Ahmad,CT107,1,1.56,019-3878261
TP183191,Farhana binti Yusof,HS103,3,3.15,016-3389242
TP141136,Haziq binti Ismail,CT102,4,2.01,018-9643378
TP104190,Zainab binti Ismail,EE101,2,2.17,016-2658185
TP173735,Kai Chua,HS103,1,1.23,011-4614983
TP109033,Dalila bin Musa,BM103,1,3.48,016-8675116
TP185634,Kai Yap,CT103,4,2.68,017-2713788
TP191145,Ibrahim bin Zainal,CT104,1,2.82,017-3539127
TP149507,Amirah binti Othman,CT103,4,2.15,012-5549325
TP128903,Jing Yap,CT102,4,2.62,013-6351830
TP147126,Yong Cheong,CT103,4,3.42,016-5937901
TP178048,Ibrahim bin Ahmad,CT106,1,3.33,014-6537331
TP135726,Hao Yap,BM101,3,2.47,014-3676127
TP167771,Jun Ng,CT107,1,2.0,011-6406133
TP138563,Dalila binti Othman,CT103,2,2.31,019-3973148
TP197973,Aisyah bin Zainal,CT107,1,2.13,019-5951651
TP194148,Syafiq bin Hassan,EE104,1,3.47,018-6350489
TP165562,Zulkifli bin Abdullah,BM102,3,2.71,012-2837700
TP107753,Dalila bin Ahmad,BM104,1,2.42,019-6902094
TP115459,Zulkifli bin Abdullah,EE105,1,3.47,018-5525393
TP143642,Yu Lim,BM104,3,3.83,016-7862625
TP155455,Hafiz bin Hassan,CT103,4,2.37,014-1278299
TP117736,Amirah binti Kamaruddin,BM105,2,1.82,018-7132834
TP174483,Le Yap,CT104,3,3.54,016-6504647
TP106952,Anand Subramaniam,HS101,2,3.72,016-7704044
TP179208,Naim binti Ahmad,CT105,1,2.43,016-1333015
TP195611,Zi Ng,BM101,1,2.42,018-8200180
TP166309,Arjun Selvam,BM101,2,3.1,016-8466167
TP137812,Malika binti Musa,CT101,4,3.0,012-8987925
TP102828,Ismail binti Zainal,BM101,3,3.6,012-8968255
TP194187,Zainab bin Hassan,CT101,1,2.36,014-4901681
TP103433,Zainab binti Yusof,BM104,3,2.65,018-2174615
TP119571,Faizal binti Ahmad,BM101,2,1.08,017-9553137
