StudentID,FullName,ProgrammeCode,YearOfStudy,CGPA,ContactNumber
TP168717,Siti bin Ibrahim,CT104,2,2.49,016-1893470
TP146623,Zulkifli binti Yusof,CT103,1,3.43,011-6203810
TP169565,Farhana binti Ibrahim,CT104,4,3.76,012-5590828
TP157668,Nadia binti Ismail,HS102,3,3.16,019-6152880
TP190104,Rizal binti Ahmad,CT101,1,3.45,013-5509322
TP135514,Izzat bin Hassan,CT101,2,3.33,013-4608892
TP171870,Kumar Krishnan,CT106,1,2.96,018-6629263
TP174126,Hao Chin,CT107,1,2.11,012-3564270
TP134435,Mala Vellu,CT107,1,2.86,017-3299491
TP180275,Izzat bin Razali,CT102,3,3.03,017-2617640
TP178088,Farah binti Othman,CT102,4,1.93,017-4151906
TP178654,Kai Yap,EE104,1,3.56,019-6110010
TP120863,Amirah bin Zainal,BM101,3,3.69,018-6375214
TP111965,Izzat binti Othman,BM102,1,3.57,019-8094538
TP124632,Xin Chew,CT107,1,3.76,014-9384556
TP127264,Azri bin Abdullah,HS102,2,3.16,018-8428848
TP196831,Athirah bin Musa,CT104,4,3.21,011-9234787
TP166869,Ismail binti Razali,BM105,1,3.45,018-8289334
TP139741,Faizal bin Hassan,DT103,1,3.13,014-8654337
TP166942,Hanis bin Ibrahim,CT104,1,2.63,012-8884827
TP182137,Hanis binti Ismail,CT106,2,1.51,014-7320847
TP190645,Nabilah binti Othman,HS101,2,2.21,013-2691193
TP166521,Raj Maniam,BM102,1,3.16,012-9089735
TP124531,Aisyah binti Zainal,DT102,1,2.79,017-8238525
TP141213,Malika bin Musa,CT106,2,2.12,012-1680412
TP146200,Malika binti Abdullah,CT105,1,1.14,016-2004736
TP138699,Haziq bin Kamaruddin,CT106,1,3.27,014-3390096
TP134999,Yong Ong,BM102,1,2.5,016-7743565
TP167602,Anand Sharma,BM101,3,3.19,011-6739521
TP132642,Ling Koh,CT101,1,3.11,019-4837494
TP102872,Hui Wong,CT103,3,1.37,018-2695038
TP177792,Ahmad binti Yusof,PM102,1,3.58,013-4303613
TP195376,Xiao Lim,CT104,1,3.28,017-7062666
TP132627,Zainab binti Ismail,EE101,4,3.25,013-7583563
TP153827,Izzat binti Othman,BM105,2,2.01,019-2374929
TP164351,Amirul bin Abdullah,CT102,4,2.47,012-2772652
TP178659,Liyana binti Kamaruddin,CT103,1,2.19,018-7498463
TP198546,Izzat binti Kamaruddin,DT101,1,2.74,019-8608472
TP188247,Amirah bin Kamaruddin,BM102,1,2.64,016-9175579
TP127194,Nadia binti Razali,BM103,3,2.42,012-8363152
TP111202,Athirah bin Hassan,CT103,3,2.66,017-5734952
TP148457,Kai Loh,EE103,3,3.31,014-6561590
TP167854,Liyana binti Ismail,CT103,1,2.9,018-6952346
TP177183,Vijay Vellu,EE103,2,3.7,017-5493124
TP173954,Haziq binti Musa,CT102,3,2.85,011-5969459
TP185729,Wei Goh,BM102,2,3.57,017-3297384
TP190079,Zi Loh,BM105,3,3.98,012-2571232
TP165105,Muthu Subramaniam,CT102,1,1.35,011-4263930
TP156152,Yong Ng,CT101,1,2.81,012-4714163
TP171502,Ling Chan,PM102,2,2.67,018-4312355
TP111726,Ahmad binti Ahmad,EE104,3,2.23,012-5038307
TP148448,Mala Appalasamy,CT102,2,3.34,014-1130772
TP154008,Haziq bin Hassan,CT104,3,3.16,012-5867142
TP133526,Azman bin Kamaruddin,CT105,3,2.26,019-1285940
TP102410,Hao Chan,BM105,1,3.42,018-4108606
TP185956,Chen Cheong,HS101,3,2.27,016-1120011
TP158518,Farah bin Razali,CT103,1,3.53,018-2977415
TP186148,Farhana bin Musa,CT106,2,2.78,016-4288568
TP187207,Hanis binti Razali,BM104,1,3.67,017-6671268
TP155835,Faizal binti Ibrahim,CT101,3,1.58,013-7435486
TP164579,Hanis binti Razali,CT101,3,2.95,012-4751260
TP161543,Ganesh Devaraj,CT101,2,2.31,011-3040802
TP157616,Nur binti Kamaruddin,EE104,4,3.14,017-7247255
TP119819,Faizal bin Zainal,BM105,2,2.47,013-6224228
TP143981,Lavanya Sundaram,CT107,1,3.98,017-1239345
TP132497,Izzat bin Ibrahim,BM105,2,2.55,018-8031023
TP128202,Muhammad binti Zainal,BM101,3,3.23,017-4770540
TP196739,Zi Chew,DT103,2,2.06,018-6300553
TP126383,Fang Lee,EE103,4,2.66,011-8452607
TP105877,Syazwani bin Ibrahim,BM102,1,2.18,011-6520251
TP151295,Zainab bin Ismail,EE103,3,3.57,019-2025494
TP175263,Liyana bin Hassan,BM103,3,1.42,018-9064774
TP128793,Nabilah bin Musa,EE102,2,3.56,019-2048411
TP151454,Jing Koh,EE102,3,3.66,011-8019461
TP150092,Zainab binti Ismail,EE102,4,2.93,014-8063072
TP197848,Xin Koh,BM101,2,3.16,013-9183854
TP110482,Hui Chew,EE103,2,2.28,016-4243026
TP127750,Siti bin Othman,BM103,1,3.21,013-9747159
TP135429,Hao Ong,BM103,3,2.78,018-6273528
TP159195,Muhammad bin Kamaruddin,CT102,3,3.06,012-9499712
TP142046,Jun Teh,EE102,3,2.16,012-4555001
TP184005,Muthu Devaraj,BM102,2,2.77,018-4298146
TP196970,Xiao Tan,CT101,1,3.07,014-9544045
TP193430,Ismail bin Othman,BM101,2,2.17,016-4845804
TP177059,Izzat bin Kamaruddin,CT104,1,1.24,016-5312396
TP172651,Nur bin Musa,CT103,4,2.68,018-2611322
TP175596,Ahmad binti Zainal,HS103,4,2.95,016-9289621
TP165404,Jing Yap,DT103,3,3.02,018-8003120
TP121496,Le Chua,CT106,2,3.47,014-7664648
TP155257,Siti bin Kamaruddin,CT105,3,2.94,019-3928055
TP104014,Li Chua,CT106,2,3.33,018-4493137
TP132902,Amirah bin Othman,BM103,1,3.59,016-7447246
TP159881,Ahmad binti Musa,BM103,3,3.16,017-4526029
TP146453,Farah bin Razali,CT101,1,3.61,017-9277969
TP189082,Naim bin Razali,CT104,3,2.17,018-3103391
TP111898,Zi Foo,CT103,3,3.42,014-9470971
TP116735,Nadia binti Yusof,CT105,3,2.38,013-8877301
TP123328,Krishnan Vellu,CT107,1,2.97,016-5469789
TP102547,Nur bin Ismail,EE101,4,3.59,017-1734833
TP151881,Ismail bin Abdullah,CT106,2,2.71,012-6821954
TP122262,Fang Yong,EE101,4,2.57,012-3764128
TP154697,Siti bin Musa,CT101,3,3.38,011-4344502
TP125195,Kai Cheong,EE101,2,3.29,014-8649257
TP151374,Shanti Selvam,CT107,1,3.57,012-4049358
TP101150,Xiao Foo,CT103,1,2.27,014-6746284
TP108390,Hafiz binti Razali,CT104,3,2.57,016-9938113
TP143379,Syazwani binti Ismail,BM104,3,1.07,013-9949492
TP157654,Siti bin Razali,CT102,3,2.04,013-4879923
TP191611,Ahmad bin Ahmad,CT105,2,2.63,017-1176738
TP100355,Athirah bin Musa,CT106,1,2.78,018-4606812
TP127370,Ibrahim bin Othman,CT103,2,2.55,011-9833999
TP100967,Nadia binti Ibrahim,DT101,3,3.08,018-8886279
TP162219,Hanis binti Ibrahim,EE104,2,2.27,011-5332463
TP197213,Hui Foo,CT104,1,2.56,011-4407542
TP197140,Dalila bin Hassan,DT103,3,3.51,017-3978552
TP128505,Athirah bin Hassan,EE101,1,3.18,012-8101736
TP180575,Jun Koh,EE102,3,3.58,017-5649789
TP111886,Zi Teh,CT102,2,3.22,013-3896141
TP147579,Krishnan Selvam,BM101,2,2.68,014-1930257
TP191250,Jia Lim,EE102,4,3.63,012-9514568
TP167274,Peng Chew,DT101,1,2.06,017-7510514
TP174234,Izzat binti Zainal,CT107,1,2.57,013-1512063
TP186117,Azman binti Ibrahim,CT107,1,2.51,013-2782701
TP195817,Wei Chin,BM101,2,3.67,017-9049795
TP152211,Zulkifli binti Ibrahim,CT104,1,3.11,012-8645456
TP187337,Faizal bin Razali,CT104,3,3.18,019-6253883
TP129764,Abdullah bin Ahmad,CT105,2,1.08,016-1229654
TP179754,Ibrahim binti Kamaruddin,CT102,2,3.24,013-8457115
TP178604,Jia Yong,CT105,1,3.14,017-4643930
TP136863,Hui Chong,CT104,2,3.62,019-4066555
TP184138,Muthu Pillai,CT104,1,3.68,016-3392501
TP154889,Kumar Selvam,CT107,1,1.89,019-9301658
TP137760,Arjun Balakrishnan,PM101,3,2.08,013-8360082
TP163880,Aisyah bin Abdullah,DT101,2,2.3,016-2849533
TP121529,Farhana bin Kamaruddin,BM105,1,1.93,018-1059861
TP156072,Yu Chew,CT101,1,2.09,013-5305097
TP117109,Malika binti Ahmad,BM102,3,3.55,018-3664078
TP114135,Ming Loh,CT105,2,2.82,019-5168428
TP151485,Syazwani bin Musa,CT101,4,2.16,013-2327559
TP161591,Farhana bin Kamaruddin,BM102,2,2.24,013-3261128
TP170776,Hao Yong,CT103,3,3.43,019-6699604
TP171284,Malika bin Ibrahim,BM103,1,3.11,019-6847538
TP111740,Ahmad binti Kamaruddin,BM101,3,2.68,012-3765466
TP167431,Le Cheong,CT104,4,2.56,018-9439985
TP136832,Tian Koh,PM102,1,3.52,014-3480008
TP199773,Ming Chong,EE101,3,3.83,017-6124092
TP150714,Muhammad binti Kamaruddin,BM101,3,2.98,012-4854819
TP155177,Anand Menon,DT103,3,3.69,012-7629768
TP103456,Izzat bin Musa,CT107,1,1.12,013-6452039
TP138690,Liyana bin Ahmad,BM103,2,3.16,017-5341462
TP187525,Izzati binti Othman,CT101,1,2.23,017-3320185
TP136481,Arjun Maniam,CT102,2,3.26,017-2336917
TP129617,Nadia bin Abdullah,EE104,1,2.84,016-1693866
TP181973,Hafiz binti Ibrahim,EE101,2,3.97,013-3804359
TP195685,Harish Arumugam,CT106,2,3.06,011-5605692
TP125977,Syafiq bin Abdullah,CT104,2,2.93,013-7536852
TP154012,Aisyah bin Kamaruddin,DT102,1,3.22,017-3604736
TP113291,Arjun Nadarajan,CT107,1,2.72,011-6636947
TP140137,Haziq bin Razali,PM101,2,2.88,017-7743532
TP111238,Jun Yong,EE101,3,3.3,013-1647534
TP192724,Kavitha Selvam,CT107,1,2.74,019-7411548
TP129837,Nur binti Ismail,CT103,2,3.44,018-1971410
TP171487,Nur bin Ibrahim,CT104,1,2.43,014-4934347
TP146195,Ming Wong,DT103,2,3.51,018-8024861
TP151523,Haziq binti Yusof,BM101,2,3.74,012-5842953
TP100235,Nabilah bin Ahmad,EE103,2,2.87,018-4037385
TP197805,Hafiz bin Zainal,EE103,4,2.01,019-6765744
TP105256,Chen Lim,EE105,1,2.73,018-8157504
TP190254,Syazwani bin Ahmad,CT102,4,2.89,017-9517447
TP133279,Nur bin Othman,CT102,1,2.95,012-5595851
TP106289,Haziq binti Abdullah,EE102,4,2.3,014-4604679
TP170328,Aisyah bin Ibrahim,CT103,2,3.2,019-9059018
TP153905,Rizal binti Musa,CT105,3,2.78,011-9428909
TP142820,Vijay Govindasamy,EE102,4,2.57,012-7489328
TP115938,Abdullah bin Ahmad,CT101,1,2.03,011-9050271
TP162858,Zulkifli bin Kamaruddin,EE105,2,3.76,011-2988260
TP120630,Jia Ong,EE105,2,3.3,019-5683785
TP180951,Syafiq binti Ismail,CT103,1,2.49,014-8200092
TP178531,Hui Chua,CT103,1,2.05,012-7043002
TP151464,Ling Cheong,BM104,2,3.38,016-2892894
TP117691,Farhana bin Ibrahim,CT102,1,2.05,014-9797801
TP139192,Ahmad bin Razali,BM104,2,3.54,019-6851866
TP182426,Zi Yap,BM101,1,2.15,018-5031008
TP141524,Yu Yong,CT103,1,2.89,017-2528204
TP124785,Ganesh Murugasen,EE104,4,2.97,018-5242706
TP124016,Siti binti Ismail,HS102,1,3.44,019-5266043
TP186500,Farhana binti Musa,CT105,3,3.13,018-6960712
TP108064,Faizal bin Musa,CT107,1,2.2,011-5750353
TP112506,Hao Loh,CT105,3,3.97,018-5615386
TP154097,Ramesh Chandran,BM103,3,1.65,019-4015011
TP165903,Yu Chew,CT107,1,2.96,018-1505395
TP181251,Nabilah binti Ibrahim,CT106,2,3.94,014-7688251
TP123356,Yong Loh,EE105,1,2.95,018-5091483
TP183540,Athirah binti Musa,BM102,2,3.53,011-2014873
TP160746,Jing Koh,CT103,3,2.17,019-5839549
TP196114,Aisyah bin Othman,EE104,3,2.96,016-9387800
TP188035,Lavanya Arumugam,BM104,3,3.69,019-8854354
TP144820,Siti bin Ahmad,CT106,1,2.55,017-3162978
TP132224,Nabilah bin Hassan,CT104,2,2.73,014-4418391
TP176522,Kavitha Sundaram,CT103,3,3.13,012-8039424
TP157551,Nabilah binti Ibrahim,PM102,1,2.67,011-9915739
TP141805,Nurul bin Kamaruddin,CT105,3,2.81,013-9404658
TP162762,Amirah bin Abdullah,CT103,4,3.68,017-1861007
TP106196,Azman bin Hassan,CT105,3,2.34,019-8781499
TP149080,Izzat bin Othman,BM101,2,2.82,012-8610171
TP175658,Ling Chong,BM105,3,2.54,016-6930149
TP172235,Hanis binti Zainal,PM102,1,2.72,018-9102334
TP160549,Nurul binti Abdullah,BM105,1,2.04,013-3974186
TP157023,Dalila bin Ahmad,HS101,2,3.52,012-9074759
TP155627,Zainab binti Razali,CT104,3,3.59,018-6212353
TP168944,Krishnan Subramaniam,CT103,2,2.46,016-4123362
TP182196,Nadia bin Musa,CT103,3,3.01,019-1752942
TP183685,Muhammad binti Ahmad,BM104,3,3.7,018-8718871
TP115790,Anand Ramasamy,BM103,2,2.74,018-8796743
TP120672,Ming Chin,BM103,1,2.56,016-6534556
TP168043,Chen Goh,BM103,1,2.68,014-1236347
TP149022,Izzati bin Kamaruddin,CT101,3,3.51,013-3298630
TP192803,Nur bin Ibrahim,CT103,1,2.35,013-1483385
TP183316,Amirah bin Musa,CT107,1,2.58,014-7868587
TP106689,Jing Yap,DT101,1,3.85,019-7783727
TP176869,Syazwani bin Zainal,DT101,1,3.35,016-4175099
TP102163,Hanis bin Hassan,CT101,1,2.03,012-7523666
TP197189,Azri binti Ibrahim,DT103,2,3.8,013-9958114
TP133292,Faizal binti Razali,EE101,3,2.28,018-8602231
TP131008,Liyana bin Ahmad,EE102,1,2.85,014-1601525
TP132569,Zi Chong,EE103,3,2.13,019-6994312
TP123692,Jia Lim,BM101,3,3.89,011-7129384
TP186980,Farhana bin Razali,BM101,3,3.55,012-3537596
TP139797,Zi Yong,DT103,1,3.31,013-6167839
TP199755,Ibrahim binti Yusof,BM103,1,1.66,014-1511477
TP134956,Chen Teh,EE101,1,3.66,019-2380811
TP127835,Priya Sundaram,CT104,3,3.71,013-8452991
TP127022,Ling Yap,BM105,2,2.52,014-1247938
TP122255,Azri bin Ahmad,CT101,1,2.08,017-7590750
TP149158,Abdullah binti Musa,PM101,1,2.22,018-7151733
TP170263,Ismail bin Musa,CT105,2,2.77,012-1540425
TP159991,Kavitha Arumugam,EE102,3,1.49,019-4758095
TP113858,Zi Lim,HS101,1,2.93,012-3994072
TP179103,Zainab bin Razali,CT106,2,2.23,014-3792003
TP185325,Syazwani binti Kamaruddin,CT105,1,3.95,016-5708709
TP155353,Amirah binti Razali,BM105,1,2.4,013-7232881
TP146221,Ling Ong,CT101,1,3.65,012-5283900
TP116380,Rizal bin Razali,CT101,4,3.42,013-3210681
TP142702,Azri bin Musa,BM103,1,2.62,013-7978758
TP123682,Tian Koh,CT102,4,3.58,011-4073364
TP159920,Ling Wong,CT104,3,2.62,014-5913052
TP113574,Tian Loh,DT101,1,2.4,014-2176199
TP147445,Shanti Nair,BM102,3,2.21,011-1403541
TP154481,Zulkifli bin Othman,CT104,3,3.48,018-9565000
TP143109,Zi Foo,CT101,3,3.78,011-9754487
TP188046,Syazwani bin Razali,PM101,2,3.18,011-1964898
TP139503,Nabilah binti Ahmad,BM102,3,3.52,012-5132557
TP111558,Naim binti Razali,CT104,1,1.54,014-5664332
TP179574,Farhana binti Zainal,BM101,1,2.76,017-6836248
TP175076,Priya Raju,DT101,2,3.6,013-6786066
TP160505,Hao Chin,EE103,3,2.09,017-2666338
TP173519,Azri binti Zainal,CT101,1,2.29,013-8210624
TP198248,Xiao Chan,DT101,3,2.6,019-7375220
TP191113,Muhammad binti Zainal,BM103,1,3.37,013-8283754
TP161071,Zulkifli bin Ismail,CT101,1,2.45,017-7067963
TP155517,Wei Ong,CT104,4,1.42,017-1579507
TP132699,Syafiq binti Kamaruddin,CT105,3,1.23,017-3232535
TP161428,Nadia binti Kamaruddin,BM104,3,3.2,014-6545945
TP172250,Haziq bin Othman,PM101,3,2.97,013-4353820
TP179290,Siti bin Kamaruddin,BM102,1,3.6,012-3645465
TP198093,Jun Chin,CT101,1,3.28,017-7718592
TP137067,Harish Govindasamy,BM105,2,2.91,012-8961579
TP134217,Syazwani bin Hassan,BM104,3,2.17,012-6213518
TP106758,Faizal binti Abdullah,EE101,3,2.1,011-6594265
TP178103,Abdullah bin Musa,CT101,4,3.2,013-7378588
TP167225,Suresh Selvam,PM101,2,2.65,017-6739496
TP184761,Dalila bin Othman,CT104,3,3.94,019-5014777
TP158680,Mala Subramaniam,BM102,1,3.4,018-1030947
TP137082,Kumar Appalasamy,BM103,1,3.63,019-4849015
TP127450,Dalila binti Abdullah,CT102,2,3.5,011-8778520
TP174748,Ravi Murugasen,BM102,1,2.18,012-7099797
TP119571,Faizal binti Ahmad,BM101,2,1.08,017-9553137
TP190333,Amirah bin Kamaruddin,EE102,4,2.8,011-9276859
TP178669,Tian Tan,CT106,2,2.05,011-2979494
TP148955,Siti binti Ibrahim,CT104,4,2.37,017-1638664
TP160595,Li Lim,PM101,3,2.71,014-1865297
TP154692,Priya Arumugam,CT104,2,3.58,017-3321686
TP162535,Farah binti Razali,EE104,4,2.53,017-6891350
TP178536,Ming Wong,HS101,3,3.43,019-7013999
TP121918,Syazwani binti Yusof,CT102,2,2.17,013-3159960
TP171066,Ahmad binti Razali,CT106,2,2.14,019-1383305
TP170938,Chen Yong,EE102,4,3.25,011-9781313
TP153461,Izzat bin Hassan,EE104,2,3.72,013-4710126
TP116656,Amirul binti Razali,CT102,3,2.75,011-2489021
TP100049,Ibrahim bin Kamaruddin,EE105,1,2.0,016-8957656
TP128641,Chen Lee,DT102,2,2.79,014-4610284
TP100639,Azri binti Razali,CT106,1,3.9,018-4166094
TP196273,Hafiz bin Musa,DT103,1,3.6,017-3586248
TP104989,Zulkifli binti Othman,BM104,3,2.64,017-5132630
TP191785,Muthu Appalasamy,BM103,2,3.64,016-3171957
TP165032,Izzati binti Abdullah,CT104,3,3.33,013-1336839
TP117926,Aisyah binti Ahmad,CT101,3,2.47,013-8548251
TP155253,Farah bin Ismail,CT106,1,2.38,013-9535985
TP198056,Jing Leong,PM101,2,3.4,019-8107315
TP102110,Nabilah binti Othman,EE104,4,1.72,014-7381152
TP156091,Chen Goh,EE101,1,3.31,018-7813357
TP185676,Nadia bin Zainal,BM102,3,2.03,016-7264016
TP196985,Mala Selvam,CT104,1,3.73,019-2658893
TP134712,Syafiq binti Kamaruddin,EE104,1,2.39,014-1606273
TP107715,Malika bin Zainal,CT104,4,2.53,019-4051436
TP185003,Le Chin,CT105,3,3.27,013-7319298
TP140959,Le Chin,CT107,1,3.68,019-1197318
TP173005,Xiao Lee,CT103,1,3.13,012-7041228
TP110960,Syafiq binti Ahmad,CT107,1,3.67,018-2582817
TP156323,Krishnan Ramasamy,BM102,3,3.97,011-7305117
TP108084,Liyana binti Musa,CT103,3,2.59,019-3597774
TP197357,Suresh Balakrishnan,EE103,4,3.18,011-4238333
TP180337,Hao Chin,CT107,1,3.14,013-1970164
TP167958,Nabilah bin Hassan,DT103,1,3.29,016-3380430
TP199321,Jun Chua,CT103,3,2.7,016-8709751
TP168477,Malika binti Ahmad,BM105,2,3.16,011-4306537
TP135680,Yu Teh,EE105,1,3.26,011-1598730
TP100073,Krishnan Pillai,CT102,3,2.56,017-3702128
TP142458,Dalila bin Razali,EE105,1,2.98,019-8213544
TP129735,Zulkifli binti Ahmad,BM101,2,3.07,011-7539225
TP138367,Fang Chin,CT107,1,2.23,011-7007972
TP101906,Naim binti Ahmad,CT106,1,3.5,018-5171936
TP132802,Farhana bin Razali,BM103,1,2.44,013-7328572
TP193085,Faizal bin Kamaruddin,BM105,2,3.28,019-1960899
TP134761,Ling Teh,CT104,3,3.39,018-7993153
TP155724,Le Leong,CT104,1,2.95,012-8658158
TP183457,Nurul bin Musa,DT102,2,2.53,018-5982802
TP189256,Ganesh Ramasamy,CT101,1,2.7,012-5417114
TP126422,Zulkifli bin Ismail,CT105,1,3.29,014-5444321
TP182957,Ahmad binti Ahmad,BM103,2,3.14,014-9060736
TP125386,Aisyah bin Musa,BM102,2,2.08,018-6340136
TP150844,Syazwani bin Hassan,BM104,2,3.76,016-7247462
TP106345,Ismail bin Kamaruddin,CT107,1,1.17,011-2631329
TP150293,Ming Wong,CT107,1,3.22,017-7763204
TP101401,Ramesh Maniam,CT104,1,3.15,016-3250055
TP155882,Ganesh Vellu,EE105,1,3.65,014-5886954
TP126514,Nurul binti Kamaruddin,CT101,3,3.52,011-9932660
TP118445,Muthu Govindasamy,CT105,1,3.94,019-8749950
TP192876,Athirah bin Ahmad,CT107,1,1.71,016-3548056
TP172933,Farah bin Ibrahim,HS103,4,2.43,017-5143423
TP161119,Syafiq bin Ismail,BM105,2,2.01,011-7938549
TP191022,Ismail bin Zainal,BM103,1,1.16,012-1840347
TP130907,Siti binti Yusof,BM104,2,3.5,018-9017268
TP152545,Siti binti Zainal,BM105,2,1.09,014-5234141
TP197825,Farhana binti Razali,EE102,4,3.81,012-1854231
TP189780,Shanti Pillai,CT102,1,2.4,011-3406168
TP124989,Ganesh Pillai,CT105,2,1.84,014-7149964
TP132476,Nabilah bin Othman,CT103,4,3.35,019-2375719
TP143676,Zainab binti Razali,BM104,3,2.57,011-1868745
TP158223,Nabilah binti Ahmad,CT104,2,3.37,017-3438687
TP151518,Hanis bin Razali,CT104,1,2.6,014-6113997
TP104804,Zulkifli binti Othman,CT105,1,3.32,014-1241798
TP155750,Athirah bin Ibrahim,CT103,2,3.58,012-8094609
TP185293,Ismail bin Othman,HS103,2,3.82,019-1899828
TP199800,Kumar Sharma,CT106,2,2.3,018-9241944
TP161077,Farhana bin Kamaruddin,HS102,1,2.23,014-5126018
TP148445,Hafiz binti Othman,EE101,1,2.57,014-9239823
TP181678,Aisyah binti Musa,EE101,1,2.89,011-6572704
TP191183,Hanis binti Ismail,PM101,3,2.79,019-7522860
TP179206,Fang Chan,CT103,1,1.17,011-9225230
TP147624,Yu Teh,EE105,2,2.68,019-2912994
TP180511,Peng Chan,DT103,2,3.24,017-5573720
TP130349,Jun Cheong,EE101,1,3.66,014-5014797
TP191214,Jun Chan,HS102,1,1.93,016-8242554
TP198721,Xin Ng,DT103,2,2.93,014-6297127
TP189508,Hanis bin Kamaruddin,EE103,2,2.91,013-4431026
TP198212,Malika bin Ismail,EE103,1,2.48,019-7902725
TP110006,Fang Foo,CT106,1,3.66,017-6807046
TP158762,Syazwani bin Razali,PM102,1,2.53,016-8631297
TP156085,Ibrahim binti Abdullah,PM101,2,3.22,018-6011423
TP192090,Dalila binti Musa,BM102,1,2.97,014-3932895
TP197381,Faizal bin Ahmad,HS103,3,2.54,017-2787030
TP139920,Shanti Pillai,BM104,2,3.86,016-4137942
TP168386,Lavanya Govindasamy,PM101,1,2.65,012-5216604
TP165019,Ibrahim binti Abdullah,CT104,3,2.27,019-7135732
TP198666,Amirah binti Ahmad,BM101,3,2.5,014-9242332
TP161938,Peng Teh,BM104,3,3.57,019-8938211
TP178394,Ming Lee,CT104,3,2.71,013-8857098
TP104985,Faizal binti Ahmad,BM102,1,2.48,016-2136811
TP144716,Hanis bin Razali,CT103,3,3.64,011-1868804
TP156246,Wei Lim,BM103,2,2.33,014-5295949
TP150473,Arjun Appalasamy,CT103,1,2.86,013-8395569
TP119146,Kai Leong,EE103,1,3.67,012-4991256
TP104648,Abdullah binti Musa,EE101,1,3.9,011-9772325
TP117800,Liyana bin Kamaruddin,EE104,3,1.87,011-7103819
TP195930,Deepa Raju,EE103,3,3.06,012-7511466
TP105498,Liyana bin Ismail,DT103,2,2.37,016-7054293
TP147238,Azman binti Abdullah,CT105,3,2.39,019-9592067
TP136529,Kumar Murugasen,BM103,3,2.98,011-9809759
TP165483,Farhana bin Othman,HS102,1,2.68,019-4236109
TP184815,Zulkifli binti Othman,CT106,1,2.92,014-6189317
TP114376,Zulkifli binti Musa,CT105,3,2.3,014-4576653
TP150196,Ahmad bin Ibrahim,CT102,3,2.76,016-8814591
TP129342,Tian Chong,EE101,4,3.34,014-8136412
TP146863,Chen Yong,CT102,3,3.01,018-9929411
TP116544,Naim bin Kamaruddin,BM101,3,3.18,012-3747534
TP131631,Jun Lim,CT104,2,2.34,017-4664408
TP183040,Ling Yap,DT103,1,2.32,011-2966409
TP132560,Muthu Arumugam,CT103,1,2.61,019-5063664
TP115355,Deepa Pillai,CT106,2,2.27,011-1789668
TP173768,Kavitha Nair,CT101,1,2.68,017-1391979
TP121074,Malika binti Yusof,BM103,2,3.94,016-8502474
TP124089,Aisyah binti Razali,CT103,1,2.57,017-1502915
TP179043,Abdullah binti Ismail,CT106,2,3.25,011-6940792
TP104629,Naim binti Musa,EE104,1,2.17,011-8265605
TP125930,Haziq binti Othman,BM103,3,3.25,017-5198112
TP144212,Fang Chin,CT105,3,2.59,014-8336288
TP140154,Chen Ong,BM103,3,2.94,019-5518616
TP199077,Farhana bin Ahmad,DT102,3,2.61,011-9400473
TP194590,Le Chin,EE104,1,3.62,016-4051776
TP134948,Hafiz binti Abdullah,CT106,2,3.55,016-2421815
TP123878,Abdullah bin Othman,BM101,3,2.9,014-2159840
TP110997,Kai Yap,CT103,2,2.3,018-3489744
TP193823,Ibrahim binti Yusof,BM103,3,3.49,018-4718590
TP194638,Syafiq binti Ismail,CT107,1,3.02,019-4175917
TP164537,Peng Leong,PM102,1,2.56,013-4811719
TP150074,Nadia bin Ahmad,DT101,2,3.3,013-7961217
TP141676,Anand Murugasen,CT105,1,2.38,017-8747335
TP182038,Ibrahim binti Razali,CT102,3,2.59,016-2203040
TP123255,Hafiz bin Ahmad,CT101,3,3.54,018-3330094
TP144528,Zi Cheong,CT104,2,2.16,019-2541698
TP170855,Hao Ng,CT105,3,3.24,011-9680141
TP195013,Yu Lim,DT101,2,3.6,012-3782668
TP109944,Wei Ong,EE101,4,2.02,013-5344973
TP139522,Chen Chong,BM102,3,2.57,013-8409008
TP161344,Hui Chong,CT106,1,3.34,017-1681025
TP125189,Ravi Subramaniam,CT105,1,2.08,018-7502743
TP117794,Hafiz binti Razali,BM105,3,2.65,016-6272685
TP139571,Syazwani binti Razali,CT107,1,3.29,019-9620749
TP139155,Chen Foo,CT104,3,2.65,013-3781080
TP147993,Priya Nadarajan,PM102,1,2.48,012-2025859
TP149538,Tian Koh,BM103,3,2.34,017-5231730
TP154120,Kumar Chandran,CT102,2,1.54,018-1231712
TP193859,Abdullah binti Ahmad,CT106,1,2.83,017-2673470
TP116589,Nurul bin Hassan,EE104,4,3.04,012-3427800
TP122604,Izzati binti Ahmad,EE102,3,1.18,019-9100924
TP157900,Le Wong,CT104,4,2.32,012-5900834
TP103268,Dalila bin Hassan,EE101,3,3.34,014-2806961
TP163787,Azman bin Zainal,CT106,1,3.98,019-8525591
TP171479,Rizal bin Ismail,PM102,1,2.96,014-3032829
TP168996,Nabilah binti Musa,EE104,3,3.33,011-1889023
TP165875,Farid binti Othman,BM101,2,2.47,017-6584095
TP164122,Deepa Murugasen,EE103,2,2.03,017-1282089
TP156571,Jing Chin,HS103,2,3.72,017-2303589
TP198776,Kavitha Vellu,DT101,3,3.58,016-5309158
TP129244,Farid binti Othman,BM101,3,3.72,011-9115514
TP167811,Athirah bin Othman,PM101,2,3.36,014-4342125
TP162999,Syafiq bin Musa,BM101,1,2.54,016-5136138
